"","LabID","Age","Error","Material","Taxa","d13C","Method","Longitude","Latitude","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference","calib"
"9059","B-25536",8590,130,"charcoal",NA,NA,NA,-68.021851,-22.973566,2,NA,NA,"Tambillo 1","Chile",NA,"South America","Goldberg_2016","Nunez et al 2002","shcal20"
"9279","B-40956",2570,90,"soft tissue",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","Goldberg_2016","Arriaza et al 2005","shcal20"
"9410","B-488",2400,200,"charcoal",NA,NA,"Radiometric",-68.673524,-16.554752,2,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Oeschger & Riesen 1965:7","shcal20"
"9412","B-489",2530,200,"charcoal",NA,NA,"Radiometric",-68.673524,-16.554752,2,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Oeschger & Riesen 1965:7","shcal20"
"9413","B-490",2100,200,"charcoal",NA,NA,"Radiometric",-68.673524,-16.554752,2,NA,NA,"Tiwanaku","Bolivia",NA,"South America","Ziolkowski_et_al_1994","Oeschger & Riesen 1965:7","shcal20"
"9513","B-63365",8870,70,"charcoal",NA,NA,NA,-68.021851,-22.973566,2,NA,NA,"Tambillo 1","Chile",NA,"South America","Goldberg_2016","Nunez et al 2002","shcal20"
"9580","B-8151",9180,50,"Organic material",NA,NA,NA,-68.902389,-24.539722,2,NA,NA,"Salar Punta Negra-1","Chile",NA,"South America","SCAR","Grosjean et al 2005","shcal20"
"9581","B-8154",9230,50,"Organic material",NA,NA,NA,-68.902389,-24.539722,2,NA,NA,"Salar Punta Negra-1","Chile",NA,"South America","SCAR","Grosjean et al 2005","shcal20"
"10068","BE-3265.1.1",2590,23,"charcoal",NA,NA,"AMS",-66.713,-14.825,3,NA,NA,"El Progreso San Borja","Bolivia",NA,"South America","Lombardo_2020","Rodrigues et al. 2016:377","shcal20"
"10069","BE-3266.1.1",2451,30,"charcoal",NA,NA,"AMS",-66.713,-14.825,3,NA,NA,"El Progreso San Borja","Bolivia",NA,"South America","Lombardo_2020","Rodrigues et al. 2016:377","shcal20"
"10077","BE-6157.1.1",4365,21,"Charcoal mixed with sediment",NA,NA,"AMS",-66.065488,-13.699267,2,NA,NA,"Isla 423","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10078","BE-6158.1.1",8028,24,"Charcoal mixed with sediment",NA,NA,"AMS",-66.096337,-13.715958,2,NA,NA,"Isla 429","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10079","BE-6159.1.1",5875,127,"Charcoal mixed with sediment",NA,NA,"AMS",-66.109032,-13.73039,2,NA,NA,"Isla 421","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10080","BE-6163.1.1",7058,50,"charcoal",NA,NA,"AMS",-66.080699,-13.696624,2,NA,NA,"Isla 433","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10083","BE-6167.1.1",7811,57,"Charcoal mixed with sediment",NA,NA,"AMS",-66.086872,-13.705137,2,NA,NA,"Isla 434","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10084","BE-6168.1.1",6397,130,"Charcoal mixed with sediment",NA,NA,"AMS",-66.035445,-13.703679,2,NA,NA,"Isla 430","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10087","BE-7663.1.1",8849,50,"charcoal",NA,NA,"AMS",-66.777616,-14.115805,2,NA,NA,"Isla 575 Hotel Caracoles","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10090","BE-7667.1.1",6046,48,"charcoal",NA,NA,"AMS",-66.008131,-13.66441,2,NA,NA,"Isla 570","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10092","BE-7671.1.1",5516,62,"charcoal",NA,NA,"AMS",-66.020625,-13.679195,2,NA,NA,"Isla 574","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10093","BE-7672.1.1",5759,53,"charcoal",NA,NA,"AMS",-66.011151,-13.663595,2,NA,NA,"Isla 569","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10096","BE-7675.1.1",407,19,"charcoal",NA,NA,"AMS",-66.011151,-13.663595,2,NA,NA,"Isla 569","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10097","BE-8256.1.1",3017,21,"charcoal",NA,NA,"AMS",-66.111557,-13.767987,2,NA,NA,"Isla Manechi","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10098","BE-8257.1.1",4324,22,"charcoal",NA,NA,"AMS",-66.111557,-13.767987,2,NA,NA,"Isla Manechi","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10099","BE-8258.1.1",4491,23,"charcoal",NA,NA,"AMS",-66.111557,-13.767987,2,NA,NA,"Isla Manechi","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10100","BE-8259.1.1",9138,24,"charcoal",NA,NA,"AMS",-66.111557,-13.767987,2,NA,NA,"Isla Manechi","Bolivia",NA,"South America","Lombardo_2020","Lombardo et al. 2020:Table ED1","shcal20"
"10125","BETA 259165",4170,40,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","RirisArroyoKalin2019","Sepulveda et al 2013","shcal20"
"10126","BETA 259166",4400,40,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","RirisArroyoKalin2019","Sepulveda et al 2013","shcal20"
"10127","BETA 259167",5160,60,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","RirisArroyoKalin2019","Sepulveda et al 2013","shcal20"
"10132","BETA 280992",10430,60,"Shell",NA,NA,NA,-70.409301,-24.916525,1,NA,NA,"San Ram�n 15","Chile",NA,"South America","Pratesetal2020","Salazar D. Jackson D. Guendon J. L. Salinas H. Morata D. Figueroa V. ... & Castro V. (2011). Early evidence (ca. 12000 BP) for iron oxide mining on the Pacific coast of South America. Current Anthropology 52(3) 463-475.","shcal20"
"10149","BETA-259165",4170,40,"Charcoal",NA,NA,NA,-69.594167,-18.452139,2,NA,NA,"Tangani 1","Chile",NA,"South America","SCAR","Sepulveda et al 2013","shcal20"
"10150","BETA-259166",4400,40,"Charcoal",NA,NA,NA,-69.594167,-18.452139,2,NA,NA,"Tangani 1","Chile",NA,"South America","SCAR","Sepulveda et al 2013","shcal20"
"10151","BETA-259167",5160,60,"Charcoal",NA,NA,NA,-69.594167,-18.452139,2,NA,NA,"Tangani 1","Chile",NA,"South America","SCAR","Sepulveda et al 2015","shcal20"
"10152","BETA-259168",790,40,"Charcoal",NA,NA,NA,-69.594167,-18.452139,2,NA,NA,"Tangani 1","Chile",NA,"South America","SCAR",NA,"shcal20"
"10155","BETA-319884",9510,50,"burned bone",NA,NA,NA,-69.659722,-18.434139,2,NA,NA,"Pampa El Muerto 15","Chile",NA,"South America","SCAR","Gayo et al 2015","shcal20"
"10217","BETA259165",4170,40,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","Goldberg_2016","Sepulveda et al 2015","shcal20"
"10218","BETA259166",4400,40,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","Goldberg_2016","Sepulveda et al 2015","shcal20"
"10219","BETA259167",5160,60,"charcoal",NA,NA,NA,-69.933242,-18.53471,2,NA,NA,"Tangani 1","Chile",NA,"South America","Goldberg_2016","Sepulveda et al 2015","shcal20"
"10223","BGS 1701",9120,300,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10224","BGS 1702",10770,130,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10225","BGS 1703",9020,170,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020; RirisArroyoKalin2019","Sandweiss et al. 1998","shcal20"
"10226","BGS 1936",10475,125,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10227","BGS 1937",10725,175,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10228","BGS 1938",10560,125,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10229","BGS 1939",10600,135,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10230","BGS 1940",10700,300,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10231","BGS 1942",11105,260,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10232","BGS 1943",10274,125,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10233","BGS 1944",8053,115,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020; RirisArroyoKalin2019","Sandweiss et al. 1998","shcal20"
"10234","BGS 1956",9850,170,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020; RirisArroyoKalin2019","Sandweiss et al. 1998","shcal20"
"10235","BGS 1957",10190,220,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10236","BGS 1960",9597,135,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020; RirisArroyoKalin2019","Sandweiss et al. 1998","shcal20"
"10237","BGS 2023",9657,220,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10238","BGS 2024",11088,220,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10239","BGS 2025",10507,125,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay 280","Peru",NA,"South America","Pratesetal2020","Fedje 1986; Faunmap 4027","shcal20"
"10350","BGS-1700",7500,130,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al. 1998","shcal20"
"10351","BGS-1701",9120,300,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Sandweiss et al. 1998","shcal20"
"10352","BGS-1703",9020,170,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Cassavoy 1993 1995; Johnston and Cassavoy 1978; J. Ringer p.c. 1999","shcal20"
"10400","BGS-1944",8053,115,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Sandweiss et al. 1998","shcal20"
"10401","BGS-1956",9850,170,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Sandweiss et al 1998","shcal20"
"10402","BGS-1957",9850,220,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Sandweiss et al 1998","shcal20"
"10403","BGS-1958",7620,100,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10404","BGS-1959",7690,100,"charcoal",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al. 1998","shcal20"
"10405","BGS-1960",9597,135,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Sandweiss et al 1998","shcal20"
"10406","BGS-1961",8730,115,"shell",NA,NA,NA,-72.906944,-16.519444,1,NA,NA,"Playa Chira (PV-85-1)","Peru",NA,"South America","Goldberg_2016; Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. & Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10407","BGS-1962",9227,110,"charcoal",NA,NA,NA,-72.858,-16.512,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10408","BGS-1963",8906,115,"charcoal",NA,NA,NA,-72.858,-16.512,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"10409","BGS-1965",9340,340,"charcoal",NA,NA,NA,-72.633333,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020","Sandweiss et al 1998","shcal20"
"10410","BGS-1966",9393,160,"charcoal",NA,NA,NA,-72.846,-16.514,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10411","BGS-1967",9200,115,"shell",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10412","BGS-1990",8275,130,"charcoal",NA,NA,NA,-72.85,-16.483,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10413","BGS-1991",9015,120,"charcoal",NA,NA,NA,-72.768,-16.508,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10414","BGS-1992",7300,105,"charcoal",NA,NA,NA,-72.88,-16.53,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10415","BGS-1995",8615,135,"charcoal",NA,NA,NA,-72.846,-16.477,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016; Pratesetal2020","Sandweiss D. H. McInnis H. Burger R. L. Cano A. Ojeda B. del Carmen Paredes R. Sandweiss M. Glascock M. D. (1998). Quebrada jaguay: early South American maritime adaptations. Science 281 1830-1832.","shcal20"
"10416","BGS-1996",8765,180,"charcoal",NA,NA,NA,-72.883,-16.52,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10417","BGS-1997",9105,115,"charcoal",NA,NA,NA,-72.86,-16.523,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10418","BGS-1998",9385,140,"charcoal",NA,NA,NA,-72.858,-16.512,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10429","BGS-2020",9039,110,"shell",NA,NA,NA,-72.633,-16.5,1,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Pratesetal2020; SCAR","Sandweiss et al 1998","shcal20"
"10430","BGS-2023",9657,220,"Charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","SCAR","Avataq Cultural Institute 1998; Corriveau 1998; Farid 2001; C. Pinard p.c. 1999; Faunmap 3603","shcal20"
"10471","BGS-2534",7404,135,"charcoal",NA,NA,NA,-72.96,-16.47,2,NA,NA,"PC-425","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10472","BGS-2536",7357,120,"shell",NA,NA,NA,-72.96,-16.51,2,NA,NA,"PC-355","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10473","BGS-2537",8762,135,"shell",NA,NA,NA,-72.96,-16.51,2,NA,NA,"PC-339","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10474","BGS-2538",8847,122,"shell",NA,NA,NA,-72.95,-16.46,2,NA,NA,"PC-498","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10475","BGS-2539",8888,138,"shell",NA,NA,NA,-72.95,-16.46,2,NA,NA,"PC-498","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10476","BGS-2541",9266,160,"shell",NA,NA,NA,-72.95,-16.47,2,NA,NA,"PC-500","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10477","BGS-2542",8354,128,"shell",NA,NA,NA,-72.97,-16.5,2,NA,NA,"PC-358","Peru",NA,"South America","Goldberg_2016","McInnis H. E. (2006). Middle Holocene culture and climate on the South Coast of Peru: archaeological investigation of the Pampa Colorada. PhD thesis. University of Oregon 756 pages.","shcal20"
"10501","BGS1701",9120,300,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"10502","BGS1703",9020,170,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"10503","BGS1944",8053,115,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"10504","BGS1956",9850,170,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"10505","BGS1960",9597,135,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"10506","BGS2023",9657,220,"charcoal",NA,NA,NA,-72.633,-16.5,2,NA,NA,"Quebrada Jaguay","Peru",NA,"South America","Goldberg_2016","Sandweiss et al 1998","shcal20"
"11532","BM-1633R",2530,120,"charcoal",NA,NA,NA,-72.25,-13.1,2,NA,NA,"Huillca Raccay","Peru",NA,"South America","Goldberg_2016","RC24(1982)161","shcal20"
