"","LabID","Age","Error","Material","Taxa","d13C","Method","Longitude","Latitude","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference","calib"
"20549","Beta-144001",1210,60,"Charcoal",NA,NA,NA,-68.224594,-22.323773,2,NA,NA,"Alero Dona Marta","Chile",NA,"South America","SCAR","Berenguer et al 1986","shcal20"
"20550","Beta-144003",2960,40,"charcoal",NA,NA,NA,-68.844943,-24.930512,1,NA,NA,"La Morula","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"21249","Beta-147504",780,70,"charcoal",NA,NA,"Radiometric",-67.624705,-20.720398,2,NA,NA,"Cruz Vinto Alto","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21250","Beta-147505",590,60,"charcoal",NA,NA,"Radiometric",-67.625439,-20.719615,2,NA,NA,"Cruz Vinto Alto","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21251","Beta-147506",570,70,"charcoal",NA,NA,"Radiometric",-67.624563,-20.719596,2,NA,NA,"Cruz Vinto Bajo","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21252","Beta-147507",770,70,"charcoal",NA,NA,"Radiometric",-67.722101,-20.67721,2,NA,NA,"Cajil","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21253","Beta-147508",710,70,"charcoal",NA,NA,"Radiometric",-67.722101,-20.67721,2,NA,NA,"Cajil","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21256","Beta-147523",640,40,"Charcoal",NA,NA,NA,-68.843889,-21.925556,2,NA,NA,"El Abra","Chile",NA,"South America","SCAR","Salazar et al. 2013","shcal20"
"21645","Beta-149919",2910,40,"charcoal",NA,NA,NA,-69.581027,-24.611297,1,NA,NA,"Los Morros 3","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"21649","Beta-149928",890,40,"charcoal",NA,NA,"Radiometric",-67.742778,-20.828333,2,NA,NA,"Kamash","Bolivia",NA,"South America","Andes14C","Nielsen 2002:185","shcal20"
"21842","Beta-150708",450,40,"Charcoal",NA,NA,NA,-69.730964,-20.640926,2,NA,NA,"Campamento Pan de Azucar 2","Chile",NA,"South America","SCAR","Briones et al 2005","shcal20"
"21843","Beta-150709",9066,80,"charcoal",NA,NA,NA,-69.637975,-20.607799,1,NA,NA,"Cerros Pintados 2","Chile",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"21844","Beta-150710",970,50,"Maize",NA,NA,NA,-69.637975,-20.607799,2,NA,NA,"Cerros Pintados 3","Chile",NA,"South America","SCAR","Briones et al 2005","shcal20"
"21845","Beta-150711",1450,40,"Charcoal",NA,NA,NA,-69.974813,-20.596019,2,NA,NA,"Campamento Soronal 3","Chile",NA,"South America","SCAR","Briones et al 2005","shcal20"
"22617","Beta-155333",7810,105,"Charred Wood",NA,NA,NA,-71.362696,-17.54757,2,NA,NA,"Kilometro 4","Peru",NA,"South America","SCAR","DeFrance et al 2009","shcal20"
"22618","Beta-155334",7210,70,"wood",NA,NA,NA,-71.362696,-17.54757,1,NA,NA,"Kilometro 4","Peru",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"23399","Beta-159921",9850,150,"Charcoal",NA,NA,NA,-71.12694444,-17.82611111,2,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","SCAR","DeFrance y Umire 2004","shcal20"
"23508","Beta-160706",10660,80,"charcoal",NA,NA,NA,-71.1,-17.8,1,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","Pratesetal2020","Rademaker K. Bromley G. R. M. Sandweiss D. H. (2013). Peru archaeological radiocarbon database 13000-7000 14C B.P. Quaternary International 30 34-45.","shcal20"
"23509","Beta-160707",10050,90,"charcoal",NA,NA,NA,-71.1,-17.8,1,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","Pratesetal2020","Rademaker K. Bromley G. R. M. Sandweiss D. H. (2013). Peru archaeological radiocarbon database 13000-7000 14C B.P. Quaternary International 30 34-45.","shcal20"
"25172","Beta-169539",6400,60,"shell",NA,NA,NA,-69.265349,-20.053552,1,NA,NA,"Morro Colorado","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"25173","Beta-169540",3730,80,"shell",NA,NA,NA,-69.265349,-20.053552,1,NA,NA,"Morro Colorado","Chile",NA,"South America","Goldberg_2016","Gayo E. M. Latorre C. & Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"25226","Beta-16981",2700,100,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-55","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"25690","Beta-172615",9010,40,"Charcoal",NA,NA,NA,-71.12694444,-17.82611111,2,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","SCAR","DeFrance y Umire 2004","shcal20"
"25691","Beta-172645",10690,60,"charcoal",NA,NA,NA,-71.1,-17.8,1,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","Pratesetal2020","Rademaker K. Bromley G. R. M. Sandweiss D. H. (2013). Peru archaeological radiocarbon database 13000-7000 14C B.P. Quaternary International 30 34-45.","shcal20"
"27002","Beta-180008",1130,70,"Organic sediment",NA,NA,NA,-70.98975,-17.323528,2,NA,NA,"Conde High Terrace","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"27153","Beta-180800",450,60,"Charcoal",NA,NA,NA,-69.835333,-18.326111,2,NA,NA,"Millune","Chile",NA,"South America","SCAR","Santoro et al 2003","shcal20"
"27377","Beta-18197",2990,70,"coprolite",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez 2000","shcal20"
"27669","Beta-18324",5453,170,"Wood",NA,NA,NA,-70.301135,-18.464487,2,NA,NA,"Maestranza Chinchorro","Chile",NA,"South America","SCAR","Arriaza et al 2001","shcal20"
"27790","Beta-184055",600,40,"Charcoal",NA,NA,NA,-68.843889,-21.925556,2,NA,NA,"El Abra","Chile",NA,"South America","SCAR","Salazar et al. 2013","shcal20"
"28414","Beta-187525",1550,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28415","Beta-187526",1860,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28416","Beta-187527",2810,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28417","Beta-187528",3700,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28418","Beta-187529",4270,70,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28419","Beta-187530",5140,70,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28420","Beta-187531",8789,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28421","Beta-187532",9170,70,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28422","Beta-187533",9260,60,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28423","Beta-187534",9520,70,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28424","Beta-187535",9580,40,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","LeFebvre 2004","shcal20"
"28482","Beta-188217",3010,40,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-55","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"28483","Beta-188220",3110,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-94","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"28484","Beta-188224",2780,140,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-122","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"28612","Beta-189086",550,40,"Organic sediment",NA,NA,NA,-70.98975,-17.323528,2,NA,NA,"Conde High Terrace","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"28640","Beta-18922",7610,130,"charcoal",NA,NA,NA,-70.760556,-17.121667,1,NA,NA,"Coscori","Peru",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"28641","Beta-18924",8530,240,"charcoal",NA,NA,NA,-70.633,-17.1,1,NA,NA,"Asana","Peru",NA,"South America","Pratesetal2020; SCAR","Aldenderfer M. S. (1998). Montane foragers: Asana and the South-Central Andean Archaic. Iowa City: University of Iowa Press.","shcal20"
"28642","Beta-189245",290,50,"Charcoal",NA,NA,NA,-69.600056,-18.336389,2,NA,NA,"Zapahuira Kancha","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"28643","Beta-189246",630,50,"Charcoal",NA,NA,NA,-69.600056,-18.336389,2,NA,NA,"Zapahuira Kancha","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"28644","Beta-189247",2110,60,"Human soft tissue",NA,NA,NA,-70.547093,-23.481589,2,NA,NA,"Cerro Moreno","Chile",NA,"South America","SCAR","Standen et al 2010","shcal20"
"28645","Beta-189248",3830,40,"Human bone",NA,NA,NA,-70.321679,-18.481108,2,NA,NA,"Morro 1","Chile",NA,"South America","SCAR","Santoro 2004","shcal20"
"28646","Beta-189249",3710,50,"Human soft tissue",NA,NA,NA,-70.318359,-18.484122,2,NA,NA,"Morro 2A","Chile",NA,"South America","SCAR","Santoro 2004","shcal20"
"28647","Beta-18926",7100,130,"charcoal",NA,NA,NA,-69.888,-16.852,1,NA,NA,"Quelcatani","Peru",NA,"South America","Pratesetal2020; SCAR","Rademaker K. Bromley G. R. M. Sandweiss D. H. (2013). Peru archaeological radiocarbon database 13000-7000 14C B.P. Quaternary International 30 34-45.","shcal20"
"28648","Beta-18927",7250,170,"charcoal",NA,NA,NA,-69.888,-16.852,1,NA,NA,"Quelcatani","Peru",NA,"South America","Pratesetal2020; SCAR","Rademaker K. Bromley G. R. M. Sandweiss D. H. (2013). Peru archaeological radiocarbon database 13000-7000 14C B.P. Quaternary International 30 34-45.","shcal20"
"28667","Beta-189482",720,60,"Charcoal",NA,NA,NA,-68.625366,-21.770288,2,NA,NA,"Sba-518","Chile",NA,"South America","SCAR","Berenguer et al 2007","shcal20"
"28668","Beta-189483",550,60,"Charcoal",NA,NA,NA,-68.625366,-21.770288,2,NA,NA,"Sba-518","Chile",NA,"South America","SCAR","Berenguer et al 2007","shcal20"
"28669","Beta-189484",770,60,"Charcoal",NA,NA,NA,-68.625366,-21.770288,2,NA,NA,"Sba-518","Chile",NA,"South America","SCAR","Berenguer et al 2007","shcal20"
"28994","Beta-191578",10260,60,"charcoal",NA,NA,NA,-68.848567,-24.369626,1,NA,NA,"Salar de Punta Negra 6","Chile",NA,"South America","Pratesetal2020","Grosjean M. Nunez L. Cartejena I. (2005). Paleoindian occupation in the Atacama Desert Northern Chile. Journal of Quaternary Sciecne 20 643-653.","shcal20"
"28995","Beta-191579",4360,50,"Charcoal & feathers",NA,NA,NA,-68.729936,-24.605611,2,NA,NA,"El Salobre","Chile",NA,"South America","SCAR","Grosjean et al 2005","shcal20"
"29184","Beta-192970",7170,40,"plant",NA,NA,NA,-70.176528,-20.717784,1,NA,NA,"Patillo","Chile",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"29185","Beta-192971",7530,70,"plant",NA,NA,NA,-70.176528,-20.717784,1,NA,NA,"Patillo","Chile",NA,"South America","Pratesetal2020; SCAR","Gayo E. M. Latorre C. Santoro C. M. (2015). Timing of occupation and regional settlement patterns revealed by time-series analyses of an archaeological radiocarbon database for the South-Central Andes (16-25S). Quaternary International 356 4-14.","shcal20"
"29253","Beta-19323",960,80,"Charcoal",NA,NA,NA,-70.97007,-17.212971,2,NA,NA,"La Yaral","Peru",NA,"South America","SCAR","Stanish y Rice 1989","shcal20"
"29653","Beta-19549",3400,100,"Charcoal",NA,NA,NA,-71.204273,-17.763112,2,NA,NA,"Pampa del Palo beach","Peru",NA,"South America","SCAR","Andes 14C database","shcal20"
"29927","Beta-197075",9380,128,"shell",NA,NA,NA,-72.95,-16.47,2,NA,NA,"PC-491","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29928","Beta-197076",8300,122,"shell",NA,NA,NA,-72.95,-16.49,2,NA,NA,"PC-343","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29929","Beta-197077",8280,128,"shell",NA,NA,NA,-72.95,-16.49,2,NA,NA,"PC-343","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29930","Beta-197078",9730,172,"shell",NA,NA,NA,-72.97,-16.5,2,NA,NA,"PC-358","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29931","Beta-197079",8800,128,"shell",NA,NA,NA,-72.95,-16.47,2,NA,NA,"PC-500","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29932","Beta-197080",9820,122,"shell",NA,NA,NA,-72.95,-16.46,2,NA,NA,"PC-494","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29933","Beta-197081",8920,135,"shell",NA,NA,NA,-72.95,-16.46,2,NA,NA,"PC-498","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"29934","Beta-197082",9040,80,"charcoal",NA,NA,NA,-72.95,-16.47,2,NA,NA,"PC-493","Peru",NA,"South America","Goldberg_2016","McInnis 2006","shcal20"
"30219","Beta-198837",3860,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-52","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30220","Beta-198838",4220,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-52","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30221","Beta-198840",4390,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-52","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30222","Beta-198841",2540,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30223","Beta-198843",2380,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30224","Beta-198844",2630,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30225","Beta-198846",2550,70,"Human bone",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30293","Beta-1991",1070,60,"Ceramica",NA,NA,NA,-68.21662,-22.280198,2,NA,NA,"Alero Toconce","Chile",NA,"South America","SCAR","Castro et al 1984","shcal20"
"30385","Beta-1995",7990,125,"charcoal",NA,NA,NA,-68.400879,-22.065278,1,NA,NA,"Toconoce","Chile",NA,"South America","Goldberg_2016; Pratesetal2020","Aldunate C. Bereguer J. Castro V. Cornejo L. Martinez J. L. & Sinclaire C. (1986). Cronologia y asentamiento en la region del Loa Superior. Universidad de Chile Santiago.","shcal20"
"30598","Beta-200614",2410,70,"Plant material",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-109","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30599","Beta-200616",2630,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30600","Beta-200617",2790,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30601","Beta-200618",2990,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"30675","Beta-200945",350,50,"Charcoal",NA,NA,NA,-69.600056,-18.336389,2,NA,NA,"Zapahuira Kancha","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"30676","Beta-200946",470,50,"Charcoal",NA,NA,NA,-69.600056,-18.336389,2,NA,NA,"Zapahuira Kancha","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"30677","Beta-200947",200,50,"Charcoal",NA,NA,NA,-69.136111,-18.291666,2,NA,NA,"Tambo Chungara","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"30678","Beta-200949",590,70,"Charcoal",NA,NA,NA,-69.583371,-18.289381,2,NA,NA,"Tantalcollo II","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"30797","Beta-2013-AMS-348077",3240,210,"charcoal",NA,NA,NA,-73.386209,-13.66174,2,NA,NA,"Waywaka","Peru",NA,"South America","Goldberg_2016","Grossman 2013","shcal20"
"30798","Beta-2013-AMS-348078",3190,30,"charcoal",NA,NA,NA,-73.386209,-13.66174,2,NA,NA,"Waywaka","Peru",NA,"South America","Goldberg_2016","Grossman 2013","shcal20"
"30799","Beta-2013-AMS-348079",3310,30,"charcoal",NA,NA,NA,-73.386209,-13.66174,2,NA,NA,"Waywaka","Peru",NA,"South America","Goldberg_2016","Grossman 2013","shcal20"
"30800","Beta-2013-AMS-348503",3280,30,"charcoal",NA,NA,NA,-73.386209,-13.66174,2,NA,NA,"Waywaka","Peru",NA,"South America","Goldberg_2016","Grossman 2013","shcal20"
"30863","Beta-201823",460,60,"Plant material",NA,NA,NA,-69.61444444,-18.35361111,2,NA,NA,"Zapahuira Gentilar","Chile",NA,"South America","SCAR","Santoro et al 2008","shcal20"
"30914","Beta-202068",5100,100,"Human bone",NA,NA,NA,-70.301135,-18.464487,2,NA,NA,"Maestranza Chinchorro","Chile",NA,"South America","SCAR","Standen et 2014","shcal20"
"31102","Beta-203485",9100,50,"Charred material",NA,NA,NA,-71.12694444,-17.82611111,2,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","SCAR","DeFrance et al 2009","shcal20"
"31103","Beta-203486",9010,40,"Charred material",NA,NA,NA,-71.12694444,-17.82611111,2,NA,NA,"Quebrada Tacahuay","Peru",NA,"South America","SCAR","DeFrance et al 2009","shcal20"
"31104","Beta-203492",3290,50,"Charred material",NA,NA,NA,-71.362696,-17.54757,2,NA,NA,"Kilometro 4","Peru",NA,"South America","SCAR","DeFrance et al 2009","shcal20"
"32296","Beta-210435",880,40,"Charred material",NA,NA,NA,-70.208333,-19.593611,2,NA,NA,"Pisagua","Chile",NA,"South America","SCAR","Mauricio Uribe comunicacion personal","shcal20"
"32297","Beta-210437",770,70,"Charred material",NA,NA,NA,-69.416842,-19.188615,2,NA,NA,"Nama 1","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"32298","Beta-210441",710,70,"Charcoal",NA,NA,NA,-69.42972222,-19.31138888,2,NA,NA,"Camina 1","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"32299","Beta-210442",920,40,"Charred material",NA,NA,NA,-69.42972222,-19.31138888,2,NA,NA,"Camina 1","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"32303","Beta-210506",2430,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32304","Beta-210507",2720,70,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32305","Beta-210511",4580,90,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-52","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32306","Beta-210512",3530,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32307","Beta-210513",2490,40,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32308","Beta-210514",2840,40,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"32309","Beta-210515",2390,60,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-54","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"33089","Beta-214268",5620,40,"Wood",NA,NA,NA,-70.273056,-19.183056,2,NA,NA,"Camarones Pta Norte","Chile",NA,"South America","SCAR","Santoro et al Ms.  2006","shcal20"
"33185","Beta-214608",4120,40,"Charcoal",NA,NA,NA,-68.0736,-23.8065,2,NA,NA,"Tulan-122","Chile",NA,"South America","SCAR","Nunez et al 2006","shcal20"
"33781","Beta-217771",910,50,"Wood",NA,NA,NA,-68.832222,-21.919278,2,NA,NA,"Cerro Turquesa","Chile",NA,"South America","SCAR","Salazar et al. 2013","shcal20"
"33782","Beta-217772",930,40,"Charcoal",NA,NA,NA,-68.832222,-21.919278,2,NA,NA,"Cerro Turquesa","Chile",NA,"South America","SCAR","Salazar et al. 2013","shcal20"
"33863","Beta-218168",2450,60,"Human soft tissue",NA,NA,NA,-70.547093,-23.481589,2,NA,NA,"Cerro Moreno","Chile",NA,"South America","SCAR","Standen et al 2010","shcal20"
"33864","Beta-218169",2130,60,"Human soft tissue",NA,NA,NA,-70.547093,-23.481589,2,NA,NA,"Cerro Moreno","Chile",NA,"South America","SCAR","Standen et al 2010","shcal20"
"33969","Beta-218954",2100,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A30","Chile",NA,"South America","SCAR","Pimentel et al 2010 1364","shcal20"
"33970","Beta-218955",2060,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1365","shcal20"
"33971","Beta-218956",1820,40,"Charcoal",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1366","shcal20"
"33972","Beta-218957",1780,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1367","shcal20"
"33973","Beta-218959",2110,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1368","shcal20"
"33974","Beta-218960",2080,40,"Wood",NA,NA,NA,-69.678692,-21.942071,2,NA,NA,"A72","Chile",NA,"South America","SCAR","Pimentel et al 2010 1372","shcal20"
"33975","Beta-218961",1750,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1370","shcal20"
"33976","Beta-218962",1970,40,"algarrobo seed",NA,NA,NA,-69.65988,-22.103994,2,NA,NA,"A33","Chile",NA,"South America","SCAR","Pimentel et al 2010 1369","shcal20"
"33977","Beta-218963",2640,40,"Wood",NA,NA,NA,-69.678692,-21.942071,2,NA,NA,"A71","Chile",NA,"South America","SCAR","Pimentel et al 2010 1371","shcal20"
"33978","Beta-218965",1890,40,"Camelid fiber textile",NA,NA,NA,-69.678692,-21.942071,2,NA,NA,"A299","Chile",NA,"South America","SCAR","Pimentel et al 2010 1362","shcal20"
"33979","Beta-218966",1870,40,"Camelid fiber textile",NA,NA,NA,-69.678692,-21.942071,2,NA,NA,"A299","Chile",NA,"South America","SCAR","Pimentel et al 2010 1363","shcal20"
"34106","Beta-219700",6200,80,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","Moreno et al. 2007","shcal20"
"34107","Beta-219701",6960,50,"Charcoal",NA,NA,NA,-69.311093,-17.875064,2,NA,NA,"Hakenasa","Chile",NA,"South America","SCAR","Moreno et al. 2007","shcal20"
"34224","Beta-220276",1310,40,"Organic sediment",NA,NA,NA,-70.98975,-17.323528,2,NA,NA,"Conde High Terrace","Peru",NA,"South America","SCAR","Magilligan et al 2008","shcal20"
"34347","Beta-220917",1080,40,"Charcoal",NA,NA,NA,-69.560873,-19.978697,2,NA,NA,"Caserones 1","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"34348","Beta-220918",1770,60,"Wood",NA,NA,NA,-69.560873,-19.978697,2,NA,NA,"Caserones 1","Chile",NA,"South America","SCAR","Mendez y Uribe 2010 50  Mauricio Uribe comunicacion personal 22 12 201","shcal20"
"34349","Beta-220919",1840,40,"Charred material",NA,NA,NA,-69.560873,-19.978697,2,NA,NA,"Caserones 1","Chile",NA,"South America","SCAR","Mendez y Uribe 2010 50 Mauricio Uribe comunicacion personal 22 12 201","shcal20"
"34350","Beta-220920",570,50,"Charred material",NA,NA,NA,-69.1833,-19.6833,2,NA,NA,"Chusmiza","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"34351","Beta-220921",800,50,"Charred material",NA,NA,NA,-69.199066,-20.076013,2,NA,NA,"Jamajuga","Chile",NA,"South America","SCAR","Uribe et al 2007","shcal20"
"34352","Beta-220922",1050,40,"Human bone",NA,NA,NA,-69.3725,-20.520277,2,NA,NA,"Pica 8","Chile",NA,"South America","SCAR","Uribe et al 2007  150","shcal20"
"34353","Beta-220923",900,40,"Human bone",NA,NA,NA,-69.3725,-20.520277,2,NA,NA,"Pica 8","Chile",NA,"South America","SCAR","Mauricio Uribe comunicacion personal","shcal20"
